ResponseID	ResponseSet	Name	ExternalDataReference	EmailAddress	Status	StartDate	EndDate	Finished	Q_TotalDuration	inst_soundtest	soundtest	soundtest_T_1	soundtest_T_2	soundtest_T_3	soundtest_T_4	consent	noconsent	inst1	inst2	inst_T_1	inst_T_2	inst_T_3	inst_T_4	d_cough1a	d_cough1b	d_cough1c	d_cough2a	d_cough2b	d_cough2c	d_cough3a	d_cough3b	d_cough3c	d_cough5a	d_cough5b	d_cough5c	d_cough8a	d_cough8b	d_cough8c	d_sneeze1a	d_sneeze1b	d_sneeze1c	d_sneeze4a	d_sneeze4b	d_sneeze4c	d_sneeze5a	d_sneeze5b	d_sneeze5c	d_sneeze6a	d_sneeze6b	d_sneeze6c	d_sneeze7a	d_sneeze7b	d_sneeze7c	n_cough1a	n_cough1b	n_cough1c	n_cough2a	n_cough2b	n_cough2c	n_cough4a	n_cough4b	n_cough4c	n_cough5a	n_cough5b	n_cough5c	n_cough6a	n_cough6b	n_cough6c	n_sneeze1a	n_sneeze1b	n_sneeze1c	n_sneeze2a	n_sneeze2b	n_sneeze2c	n_sneeze5a	n_sneeze5b	n_sneeze5c	n_sneeze8a	n_sneeze8b	n_sneeze8c	n_sneeze10a	n_sneeze10b	n_sneeze10c	infant_d_cough1a	infant_d_cough1b	infant_d_cough1c	infant_d_cough2a	infant_d_cough2b	infant_d_cough2c	infant_n_cough1a	infant_n_cough1b	infant_n_cough1c	infant_n_cough2a	infant_n_cough2b	infant_n_cough2c	inst_PVD	PVD1	PVD2	PVD3	PVD4	PVD5	PVD6	PVD7	PVD8	PVD9	PVD10	PVD11	PVD12	PVD13	PVD14	PVD15	LHT_1	LHT_2	LHT_3	LHT_4	LHT_5	LHT_6	LHT_7	LHT_8	cSES_1	cSES_2	cSES_3	hearprob	recentill	training	training_TEXT	audioissue1	audioissue2	debrief	DO-BR-FL_7	DO-BR-FL_78	DO-Q-race	X145	PVD5r	PVD12r	PVD14r	PVD3r	PVD11r	PVD13r	pvd_pinfect	pvd_germ	pvd_pinfect_c	pvd_germ_c	rchild_uncertain	rchild_uncertain_c	rchild_ses	rchild_ses_c	soundtest_char	consent_char	inst2_char	hearprob_char	recentill_char	training_char	audioissue1_char	hear_percent	hear_gt50percent	issues
R_3nGl22L3yEuWYQP	Default Response Set	Anonymous	NA	NA	0	2017-01-26T16:52:57Z	2017-01-26T17:07:16Z	1	859	1	1	6.346	6.346	7.884	1	1	NA	1	2	23.707	23.707	25.224	1	0	7	8	0	7	6	0	7	7	1	7	8	0	6	7	0	7	7	0	8	7	0	8	7	0	7	6	0	6	7	0	7	6	0	7	6	0	8	7	0	8	8	0	7	7	0	7	8	0	6	7	1	7	6	0	7	8	0	7	6	0	7	6	0	7	6	1	6	7	1	7	6	1	5	6	5	6	5	5	4	5	4	5	5	4	5	6	5	5	3	2	6	5	5	6	5	5	4	5	1	7	1	NA	2	NA	1	n_cough6|d_sneeze4|d_cough3|n_cough4|n_sneeze2|n_sneeze5|n_sneeze10|d_sneeze1|d_cough2|n_cough5|d_sneeze5|n_cough2|d_sneeze6|d_cough5|d_cough1|n_sneeze1|n_sneeze8|n_cough1|d_cough8|d_sneeze7	infant_n_cough2|infant_d_cough2|infant_n_cough1|infant_d_cough1	7|1|2|3|4|5|6|8	NA	3	4	2	3	3	3	4.285714285714286	4.125	0.8395604395604392	-0.3692307692307688	4.625	1.8086538461538462	4.666666666666667	0.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2316Oa8ejQ46zCT	Default Response Set	Anonymous	NA	NA	0	2017-01-26T17:08:14Z	2017-01-26T17:12:35Z	1	260	1	1	7.25	7.25	8.111	1	1	NA	1	2	2.082	2.082	7.321	1	1	8	9	0	7	9	1	8	9	1	8	9	1	8	6	1	8	9	1	8	9	1	7	8	1	8	9	1	7	9	1	8	9	0	7	8	0	8	9	0	9	9	0	8	9	1	8	9	1	7	8	1	8	9	1	8	9	1	6	8	1	8	9	0	9	9	0	8	9	1	8	9	1	7	1	1	7	7	1	7	1	7	1	1	7	1	7	7	1	1	1	1	1	1	1	1	7	7	7	1	7	1	NA	2	NA	1	n_cough2|d_sneeze4|d_cough2|n_sneeze10|n_sneeze2|d_sneeze5|d_cough1|d_sneeze7|n_sneeze5|n_cough4|d_sneeze6|d_cough8|n_sneeze8|n_cough6|d_cough3|n_cough1|d_cough5|n_cough5|d_sneeze1|n_sneeze1	infant_n_cough2|infant_d_cough1|infant_n_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	1	1	1	7	7	7	1	7	-2.4461538461538463	2.505769230769231	1	-1.8163461538461538	7	2.707692307692308	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1HpZ2URIygQfQzF	Default Response Set	Anonymous	NA	NA	0	2017-01-26T17:08:14Z	2017-01-26T17:14:23Z	1	368	1	1	8.544	18.36	19.115	10	1	NA	1	2	1.678	4.278	6.985	2	0	7	5	0	5	7	1	5	5	1	7	7	0	7	6	1	6	9	1	6	7	1	7	6	1	5	9	1	6	9	0	6	6	1	6	5	0	7	5	0	8	6	0	8	6	1	6	9	1	6	7	1	6	9	1	7	6	1	6	7	0	9	6	1	7	6	0	7	6	0	8	5	1	4	3	5	4	3	4	6	5	3	4	3	5	4	3	4	4	5	4	3	5	4	6	5	4	6	5	1	6	1	NA	2	NA	1	d_sneeze6|d_sneeze1|n_sneeze1|n_sneeze5|d_sneeze7|n_cough4|d_cough2|n_sneeze8|d_cough5|d_sneeze5|d_cough3|d_sneeze4|n_cough6|d_cough1|d_cough8|n_sneeze10|n_sneeze2|n_cough2|n_cough5|n_cough1	infant_d_cough1|infant_n_cough1|infant_n_cough2|infant_d_cough2	7|1|2|3|4|5|6|8	NA	5	3	5	3	5	4	4.142857142857143	4.125	0.6967032967032969	-0.3692307692307688	4.5	1.6836538461538462	5	0.7076923076923078	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_yjuq3z5OPDK2xJT	Default Response Set	Anonymous	NA	NA	0	2017-01-26T17:10:58Z	2017-01-26T17:19:21Z	1	502	1	1	33.666	33.666	34.629	1	1	NA	1	2	9.535	10.297	11.137	2	0	1	9	0	1	7	1	1	9	0	1	8	0	1	8	1	1	9	1	1	8	1	1	9	0	1	8	1	1	9	0	1	9	0	1	8	0	1	9	0	1	9	0	1	8	1	1	8	1	1	8	1	1	9	1	1	9	0	1	9	1	1	8	0	1	8	0	1	5	0	1	7	1	7	4	2	7	2	5	5	4	7	5	2	2	1	3	7	1	1	1	1	1	1	1	1	7	5	4	1	6	1	NA	1	10	1	n_sneeze8|n_sneeze10|d_cough3|d_cough1|d_sneeze1|d_sneeze7|d_sneeze6|n_sneeze5|n_sneeze1|n_cough6|n_cough1|d_cough8|n_cough2|d_sneeze4|n_cough5|n_sneeze2|d_cough5|d_sneeze5|d_cough2|n_cough4	infant_n_cough2|infant_n_cough1|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	6	6	5	6	6	7	5	6.5	1.5538461538461537	2.005769230769231	1	-1.8163461538461538	5.333333333333333	1.0410256410256409	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	Yes, I had issues getting some audio clips to work correctly.	0.9	1	1
R_URphCm26DD0rxnP	Default Response Set	Anonymous	NA	NA	0	2017-01-26T17:14:20Z	2017-01-26T17:20:58Z	1	398	1	1	16.571	16.571	17.628	1	1	NA	1	2	10.229	10.229	12.865	1	1	6	9	0	6	9	1	7	9	0	5	8	0	6	4	0	5	9	1	8	8	0	3	9	1	8	8	1	8	9	0	7	9	0	5	9	0	7	9	0	6	9	0	7	9	1	3	9	1	3	9	1	8	5	1	7	9	0	4	9	0	3	9	0	8	7	0	8	8	0	7	8	1	7	2	3	6	6	1	6	2	7	2	3	6	3	7	6	5	6	7	5	6	2	2	6	6	5	5	1	7	1	NA	2	NA	1	n_cough6|d_sneeze7|n_sneeze8|n_sneeze10|d_sneeze1|d_cough5|d_cough1|n_cough5|n_cough2|d_cough8|d_sneeze4|n_sneeze2|d_cough3|n_cough4|d_cough2|d_sneeze6|d_sneeze5|n_sneeze5|n_sneeze1|n_cough1	infant_d_cough2|infant_n_cough1|infant_n_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	2	2	1	5	5	5	1.7142857142857142	5.875	-1.7318681318681322	1.3807692307692312	4.875	2.058653846153846	5.333333333333333	1.0410256410256409	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_3oENkZcwDngsvAb	Default Response Set	Anonymous	NA	NA	0	2017-01-26T17:22:22Z	2017-01-26T17:25:21Z	1	178	1	1	1.447	1.447	8.174	1	1	NA	1	2	1.668	1.668	7.201	1	1	6	3	0	6	5	0	5	4	0	7	4	1	4	4	0	4	6	1	6	4	1	5	6	0	4	5	0	6	6	0	7	6	0	6	4	0	5	6	1	5	0	0	5	3	1	4	6	1	6	6	0	6	3	0	6	5	1	7	5	1	4	3	1	6	5	1	6	6	0	6	5	1	5	3	4	2	4	4	3	4	2	5	6	4	4	3	5	5	6	4	5	3	3	4	2	4	5	3	1	5	1	NA	1	7	1	d_sneeze6|n_cough5|d_cough2|d_sneeze1|d_cough5|d_cough8|n_sneeze10|n_sneeze1|d_cough1|d_sneeze5|d_sneeze4|n_sneeze2|n_cough2|n_cough1|n_cough4|n_sneeze5|n_sneeze8|d_sneeze7|n_cough6|d_cough3	infant_n_cough2|infant_n_cough1|infant_d_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	4	4	5	4	2	4	4.142857142857143	3.375	0.6967032967032969	-1.1192307692307688	4	1.1836538461538462	4	-0.29230769230769216	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	Yes, I had issues getting some audio clips to work correctly.	0.6	1	1
R_3EWLFzHeoMUe0pN	Default Response Set	Anonymous	NA	NA	0	2017-01-26T17:10:17Z	2017-01-26T17:32:14Z	1	1316	1	1	30.762	30.762	32.516	1	1	NA	1	2	24.975	27.502	39.679	4	1	8	8	0	6	7	1	7	5	1	8	8	1	4	6	1	4	6	1	4	6	1	5	7	1	9	9	1	5	7	1	4	4	1	7	5	0	7	5	0	7	8	1	7	8	1	4	5	1	7	7	1	7	4	1	6	7	1	4	6	0	7	4	0	8	7	0	7	4	0	6	7	1	4	6	5	3	6	6	4	5	6	4	2	5	3	6	4	5	6	7	6	6	5	6	7	4	5	6	1	6	1	NA	2	NA	1	n_sneeze2|d_cough1|n_cough6|d_cough8|d_cough3|n_cough5|d_sneeze4|n_sneeze10|n_sneeze5|n_sneeze8|n_cough1|d_cough5|d_sneeze6|n_cough4|n_cough2|n_sneeze1|d_cough2|d_sneeze7|d_sneeze1|d_sneeze5	infant_d_cough1|infant_d_cough2|infant_n_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	2	3	2	3	6	5	4	4.375	0.5538461538461537	-0.11923076923076881	6	3.183653846153846	5	0.7076923076923078	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2EaZ6KOBirNr8Ru	Default Response Set	Anonymous	NA	NA	0	2017-01-26T17:39:06Z	2017-01-26T17:45:23Z	1	376	1	1	13.789	22.81	23.601	2	1	NA	1	2	14.948	14.948	19.097	1	1	5	9	0	9	9	0	9	9	0	7	9	0	8	9	1	9	9	1	9	9	0	5	9	1	8	9	0	7	9	0	9	9	0	9	9	0	4	9	0	9	9	0	9	9	1	9	9	0	9	9	1	7	9	0	5	9	1	7	9	0	9	9	0	9	9	0	9	9	1	9	9	1	7	3	1	7	6	1	5	1	4	1	1	5	4	6	7	1	1	1	1	1	1	1	1	7	4	2	1	7	1	NA	2	NA	1	d_sneeze1|d_sneeze4|d_sneeze7|n_cough1|n_cough5|d_cough1|n_sneeze2|n_sneeze10|n_sneeze1|n_cough6|d_sneeze5|n_sneeze5|d_cough3|d_sneeze6|n_sneeze8|d_cough8|n_cough2|d_cough2|d_cough5|n_cough4	infant_n_cough1|infant_d_cough2|infant_d_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	2	3	2	7	7	4	1.8571428571428572	6	-1.5890109890109891	1.5057692307692312	1	-1.8163461538461538	4.333333333333333	0.04102564102564088	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2Y6fVO7iMyfwKeV	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:12:38Z	2017-01-26T18:21:24Z	1	526	1	1	27.771	27.771	29.819	1	1	NA	1	2	8.562	8.562	13.675	1	1	4	9	0	7	4	0	5	8	1	4	8	1	2	4	1	3	6	1	6	7	0	4	9	1	7	8	1	5	7	0	4	7	0	7	7	0	5	6	1	3	7	0	6	6	1	4	7	0	4	7	0	4	9	1	6	7	1	4	4	1	3	3	1	4	3	1	1	2	0	4	3	1	7	2	6	4	5	2	5	2	6	2	2	5	2	7	3	3	1	3	1	3	1	1	3	5	4	3	1	7	1	NA	2	NA	1	d_cough5|n_cough1|n_sneeze8|n_sneeze10|d_sneeze5|d_sneeze1|n_cough2|n_sneeze2|d_cough3|n_cough5|d_sneeze4|n_sneeze5|d_cough8|n_sneeze1|n_cough6|d_cough1|d_sneeze7|n_cough4|d_cough2|d_sneeze6	infant_n_cough2|infant_d_cough2|infant_d_cough1|infant_n_cough1	7|1|2|3|4|5|6|8	NA	3	3	1	2	6	6	2.142857142857143	4.875	-1.3032967032967036	0.3807692307692312	2	-0.8163461538461538	4	-0.29230769230769216	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2vlhZ8hwqeBQ1a4	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:23:08Z	2017-01-26T18:30:13Z	1	424	1	1	6.761	6.761	7.818	1	1	NA	1	2	8.966	8.966	10.557	1	1	6	7	0	6	6	0	8	7	0	6	7	0	7	6	0	8	9	0	8	8	0	8	8	0	9	9	0	8	7	1	7	7	0	7	8	0	9	9	0	9	9	0	7	7	0	7	9	0	7	8	0	6	9	0	9	8	0	8	8	0	8	8	0	8	8	0	8	8	0	8	8	1	7	3	4	7	5	2	5	2	1	1	6	6	3	5	2	2	2	2	2	2	2	2	3	4	2	3	1	6	1	NA	2	NA	1	n_sneeze5|n_sneeze1|d_cough2|d_cough8|n_sneeze10|n_cough6|n_cough1|n_sneeze2|n_cough2|d_cough5|d_cough1|n_sneeze8|d_cough3|n_cough5|d_sneeze1|d_sneeze7|d_sneeze4|d_sneeze6|d_sneeze5|n_cough4	infant_d_cough2|infant_d_cough1|infant_n_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	3	2	3	4	2	5	2.2857142857142856	4.125	-1.1604395604395608	-0.3692307692307688	2.125	-0.6913461538461538	3	-1.2923076923076922	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_sgKqNZSaxvIk13j	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:27:11Z	2017-01-26T18:37:43Z	1	631	1	1	64.401	64.401	68.874	1	1	NA	1	2	15.075	15.075	15.981	1	1	9	9	0	9	9	0	9	9	0	9	9	0	9	9	1	9	9	1	9	9	1	8	9	1	8	9	1	8	9	0	9	9	0	9	9	0	8	9	0	9	9	0	8	9	0	8	9	1	9	9	1	9	9	1	9	9	1	9	9	0	9	9	0	9	9	0	9	9	0	9	9	1	6	3	3	7	5	1	3	1	2	1	7	7	7	7	1	6	6	6	4	3	3	6	6	6	5	3	1	7	1	NA	2	NA	1	d_sneeze7|d_sneeze6|n_cough6|n_sneeze1|d_sneeze5|n_cough4|n_cough5|d_cough5|d_cough2|d_sneeze1|n_cough1|n_sneeze2|d_cough1|n_sneeze10|d_cough8|n_sneeze8|n_cough2|n_sneeze5|d_sneeze4|d_cough3	infant_n_cough1|infant_d_cough2|infant_d_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	3	1	1	5	1	1	1.5714285714285714	3.25	-1.874725274725275	-1.2442307692307688	5	2.183653846153846	4.666666666666667	0.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1jIil7kdkhX08Wb	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:28:52Z	2017-01-26T18:39:54Z	1	661	1	1	7.275	7.275	9.807	1	1	NA	1	2	2.072	2.072	15.742	1	1	5	9	0	1	9	1	5	9	1	5	9	1	9	9	1	5	9	1	5	9	1	6	9	1	5	9	1	1	9	1	6	9	1	9	9	1	6	9	0	7	9	0	1	9	1	9	9	0	5	9	1	9	9	1	1	9	0	5	9	1	8	9	0	3	9	0	5	9	1	1	9	1	2	2	1	1	1	1	1	1	1	1	7	7	1	7	1	1	1	1	1	1	1	7	1	7	7	7	1	7	1	NA	2	NA	1	d_sneeze7|d_cough2|d_sneeze5|n_sneeze1|n_sneeze8|n_cough2|d_cough5|n_sneeze2|d_sneeze6|n_sneeze10|d_cough3|d_sneeze4|d_sneeze1|n_sneeze5|d_cough1|n_cough1|n_cough4|n_cough5|d_cough8|n_cough6	infant_n_cough2|infant_n_cough1|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	7	1	1	7	1	7	2	2.625	-1.4461538461538463	-1.8692307692307688	1.75	-1.0663461538461538	7	2.707692307692308	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2EaFOVEt1I7sNUr	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:29:08Z	2017-01-26T18:40:41Z	1	693	1	1	3.234	6.933	7.286	4	1	NA	1	2	6.16	6.963	10.803	2	0	8	9	1	8	9	1	9	9	1	8	9	1	7	9	1	5	9	1	6	9	0	8	9	1	6	9	0	8	9	1	6	9	0	9	9	0	7	9	0	9	9	1	6	9	1	9	9	1	6	9	1	9	9	1	7	9	1	7	9	0	9	9	0	9	9	0	9	9	0	9	9	1	5	1	7	3	7	1	1	3	2	1	7	7	7	7	1	2	1	1	1	1	1	1	1	7	7	7	1	6	1	NA	2	NA	1	n_sneeze2|d_sneeze7|d_sneeze5|n_cough1|n_cough5|d_cough8|d_sneeze6|d_sneeze1|n_sneeze10|d_cough1|n_sneeze5|n_cough2|n_cough6|n_cough4|d_cough2|n_sneeze1|d_cough3|n_sneeze8|d_cough5|d_sneeze4	infant_n_cough2|infant_n_cough1|infant_d_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	1	1	1	1	1	1	1.2857142857142858	1.875	-2.1604395604395608	-2.619230769230769	1.125	-1.6913461538461538	7	2.707692307692308	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2QGkQTj6IrMeywO	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:38:22Z	2017-01-26T18:43:12Z	1	290	1	1	4.533	13.744	15.449	2	1	NA	1	2	2.765	2.765	8.226	1	0	6	5	0	8	7	1	4	4	1	6	5	0	7	5	0	6	6	0	5	5	1	5	5	0	7	7	0	7	6	1	4	4	0	4	2	0	6	6	0	5	5	1	3	3	0	5	5	0	5	5	0	5	5	1	4	4	1	5	5	0	5	4	0	5	5	1	4	4	1	6	5	1	4	5	5	4	4	4	5	4	4	5	4	5	4	5	5	4	4	4	5	4	4	4	5	4	5	5	2	4	1	NA	1	9	1	d_cough3|n_sneeze10|d_sneeze4|n_cough4|n_sneeze1|n_cough2|d_sneeze6|d_cough5|n_sneeze2|n_sneeze5|d_sneeze1|d_cough1|d_sneeze7|d_sneeze5|n_cough5|d_cough2|n_sneeze8|n_cough6|d_cough8|n_cough1	infant_n_cough2|infant_d_cough2|infant_d_cough1|infant_n_cough1	7|1|2|3|4|5|6|8	NA	4	3	3	3	4	4	4	4.125	0.5538461538461537	-0.3692307692307688	4.25	1.4336538461538462	4.666666666666667	0.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	Yes, affected my hearing in this study somewhat	A couple of weeks ago	No	Yes, I had issues getting some audio clips to work correctly.	0.8	1	1
R_2zGdD07hnZ2AsXv	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:36:56Z	2017-01-26T18:48:12Z	1	676	1	1	4.846	4.846	7.585	1	1	NA	1	2	113.706	113.706	118.063	1	1	8	9	0	4	7	1	9	9	0	6	9	1	5	8	0	6	8	1	3	9	1	4	9	1	6	9	1	4	9	0	3	8	0	3	9	1	6	8	0	7	9	0	6	9	1	3	9	1	4	9	1	5	9	1	4	5	1	4	6	0	9	9	0	6	8	0	5	6	1	4	7	1	7	2	4	7	5	2	2	1	2	1	5	5	1	4	2	2	3	2	2	2	1	5	2	5	4	4	1	5	1	NA	2	NA	1	n_cough5|n_cough4|d_cough1|d_cough3|d_sneeze7|n_sneeze2|d_cough2|n_sneeze10|d_sneeze6|n_cough6|d_sneeze5|n_sneeze8|n_cough1|n_sneeze1|n_cough2|d_cough8|n_sneeze5|d_cough5|d_sneeze4|d_sneeze1	infant_d_cough1|infant_n_cough2|infant_n_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	3	3	4	4	3	7	2.2857142857142856	4.25	-1.1604395604395608	-0.2442307692307688	2.375	-0.44134615384615383	4.333333333333333	0.04102564102564088	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2fm1DDVJf46dQOv	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:48:04Z	2017-01-26T18:55:29Z	1	445	1	1	15.927	16.882	17.967	2	1	NA	1	2	3.589	4.874	7.681	2	1	4	2	0	5	7	1	7	5	1	5	5	0	4	6	0	2	7	0	7	4	0	5	7	0	3	5	0	4	2	0	3	5	0	3	6	1	5	8	0	2	4	0	6	3	1	2	8	0	4	5	1	8	6	0	5	4	0	6	7	1	8	3	1	5	5	1	7	2	0	7	2	1	4	3	6	2	6	5	5	2	3	4	6	5	3	2	5	4	4	3	2	5	4	4	6	5	5	4	1	6	1	NA	2	NA	1	d_cough5|n_sneeze5|n_cough4|n_sneeze8|d_cough1|n_cough6|n_sneeze2|d_cough8|d_sneeze5|d_sneeze4|n_cough1|n_sneeze10|d_cough2|n_cough2|d_sneeze6|n_cough5|d_cough3|d_sneeze1|n_sneeze1|d_sneeze7	infant_d_cough1|infant_n_cough2|infant_n_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	2	3	6	2	2	5	3.5714285714285716	3.5	0.12527472527472527	-0.9942307692307688	4	1.1836538461538462	4.666666666666667	0.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_XSMFOpQ7iYUL9vz	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:34:51Z	2017-01-26T18:55:45Z	1	1254	1	1	19.557	19.557	22.174	1	1	NA	1	2	7.868	7.868	11.418	1	0	8	7	0	8	7	1	8	7	1	8	7	0	7	8	1	8	8	0	7	7	0	8	7	1	8	8	1	8	9	0	8	8	1	8	7	0	8	9	0	8	8	0	9	7	1	9	7	1	8	7	1	8	7	1	8	8	0	8	8	0	8	7	0	8	7	1	8	7	0	8	7	1	6	4	3	7	4	5	4	3	4	5	4	5	3	4	5	1	1	1	1	1	1	1	1	5	6	6	1	7	1	NA	2	NA	1	d_sneeze4|n_cough4|d_sneeze7|d_cough8|n_sneeze8|n_sneeze5|n_cough1|n_cough6|d_sneeze1|d_cough3|n_sneeze1|d_cough1|d_cough5|d_sneeze6|d_cough2|n_cough5|n_sneeze2|d_sneeze5|n_sneeze10|n_cough2	infant_d_cough1|infant_d_cough2|infant_n_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	4	3	4	5	4	5	4	5	0.5538461538461537	0.5057692307692312	1	-1.8163461538461538	5.666666666666667	1.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1FQlCja900WIlBI	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:12:22Z	2017-01-26T19:20:47Z	1	504	1	1	7.96	7.96	9.516	1	1	NA	1	2	25.977	25.977	27.124	1	0	6	9	0	7	9	1	6	9	0	5	9	0	5	9	1	6	9	1	7	9	0	5	9	1	6	9	1	7	9	1	7	9	0	7	9	0	7	9	0	6	9	0	6	9	1	7	9	1	6	9	1	8	9	1	5	9	1	5	9	0	6	9	0	7	9	0	5	9	0	7	7	1	5	1	7	7	7	1	7	1	7	1	7	7	7	7	7	1	1	1	1	1	1	1	1	5	1	1	1	7	1	NA	2	NA	1	n_sneeze8|d_sneeze7|n_cough5|n_sneeze10|n_sneeze2|d_cough1|d_sneeze5|d_cough2|d_cough5|n_sneeze5|n_cough1|d_sneeze6|d_cough8|n_sneeze1|n_cough6|d_sneeze1|n_cough2|d_cough3|n_cough4|d_sneeze4	infant_n_cough2|infant_d_cough1|infant_n_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	1	1	1	1	1	1	1	4.5	-2.4461538461538463	0.005769230769231193	1	-1.8163461538461538	2.3333333333333335	-1.9589743589743587	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_T1tcIwS6PM7Mp57	Default Response Set	Anonymous	NA	NA	0	2017-01-26T19:14:42Z	2017-01-26T19:21:52Z	1	429	1	1	22.991	22.991	24.014	1	1	NA	1	2	8.971	8.971	11.8	1	0	4	9	0	6	9	1	5	9	0	4	9	1	7	9	1	3	9	1	5	9	0	5	9	1	6	9	1	5	9	0	4	9	0	4	9	1	4	9	0	7	9	0	6	9	0	6	9	1	4	9	1	6	9	1	5	9	0	3	9	0	6	9	0	7	9	0	5	9	0	7	9	1	6	3	6	2	4	2	4	2	1	2	5	5	6	4	2	1	1	1	1	1	1	1	1	6	2	2	1	5	1	NA	2	NA	1	d_cough3|n_cough6|d_sneeze7|d_sneeze5|d_sneeze6|n_cough1|d_cough1|d_cough5|n_sneeze2|n_sneeze5|d_sneeze4|d_cough2|n_cough5|n_sneeze1|n_sneeze8|n_cough2|n_cough4|d_sneeze1|d_cough8|n_sneeze10	infant_d_cough1|infant_d_cough2|infant_n_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	4	3	4	2	3	2	2.857142857142857	2.75	-0.5890109890109891	-1.7442307692307688	1	-1.8163461538461538	3.3333333333333335	-0.9589743589743587	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A month ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
